process_id,input_size,output_size,priority,final_delay
4619,233,88,3,7.28553
4620,185,161,2,5.785863333333333
4621,258,254,6,8.069326666666667
4622,104,17,16,3.2516133333333337
4623,21,18,5,0.65677
4624,202,66,1,6.316073333333334
4625,133,73,16,4.158996666666667
4626,249,164,6,7.786756666666667
4627,245,141,1,7.661396666666667
4628,105,28,6,3.283023333333333
4629,147,67,14,4.596603333333333
4630,71,60,9,2.2204966666666666
4631,220,100,9,6.879266666666666
4632,203,130,5,6.34819
4633,12,10,4,0.3752933333333333
4634,63,36,7,1.97007
4635,129,125,1,4.034636666666667
4636,212,34,18,6.62828
4637,18,10,12,0.5628733333333333
4638,178,43,12,5.565446666666666
4639,257,131,20,8.036423333333333
4640,161,100,13,5.03473
4641,118,22,10,3.689366666666667
4642,300,105,4,9.3804
4643,206,203,3,6.4429533333333335
4644,19,18,20,0.5942433333333333
4645,138,76,11,4.315353333333333
4646,51,33,17,1.59487
4647,277,117,17,8.661503333333332
4648,69,55,4,2.157903333333333
4649,242,70,6,7.56666
4650,37,19,7,1.1569966666666667
4651,218,142,18,6.8173
4652,67,31,4,2.095056666666667
4653,75,34,18,2.345203333333333
4654,186,178,1,5.817353333333333
4655,169,113,16,5.28501
4656,49,26,20,1.5322500000000001
4657,116,63,5,3.6273866666666668
4658,274,144,1,8.568073333333334
4659,293,148,13,9.162130000000001
4660,114,58,18,3.5647933333333337
4661,284,146,11,8.880733333333334
4662,285,132,15,8.911810000000001
4663,253,101,11,7.91097
4664,128,108,4,4.003146666666666
4665,247,39,18,7.7225633333333334
4666,173,24,13,5.408876666666667
4667,50,36,16,1.5636466666666666
4668,84,70,1,2.627053333333333
4669,59,27,12,1.8448966666666666
4670,154,117,8,4.816113333333333
4671,271,121,17,8.473976666666667
4672,297,29,5,9.285596666666667
4673,142,142,15,4.441286666666667
4674,228,226,2,7.131053333333334
4675,166,42,1,5.190273333333334
4676,170,22,1,5.31506
4677,209,28,11,6.534409999999999
4678,237,103,1,7.410783333333334
4679,164,80,9,5.128253333333333
4680,295,79,2,9.223736666666666
4681,259,33,4,8.097643333333332
4682,201,13,14,6.284103333333333
4683,81,37,10,2.5328233333333334
4684,121,110,9,3.7843299999999997
4685,185,61,14,5.78453
4686,198,26,11,6.190486666666667
4687,276,212,20,8.631506666666667
4688,194,63,2,6.065926666666667
4689,263,240,13,8.225456666666666
4690,174,98,20,5.4411266666666664
4691,227,206,15,7.099523333333334
4692,221,133,5,6.91097
4693,181,122,10,5.66029
4694,240,81,5,7.50428
4695,31,23,8,0.96947
4696,167,156,11,5.223056666666667
4697,82,69,10,2.564513333333333
4698,56,16,6,1.75096
4699,293,90,10,9.161356666666668
4700,123,33,16,3.8458300000000003
4701,168,78,1,5.253279999999999
4702,261,238,16,8.162903333333333
4703,68,38,6,2.1264133333333337
4704,119,55,19,3.72107
4705,71,60,11,2.2204966666666666
4706,176,35,16,5.502813333333334
4707,199,143,12,6.22331
4708,45,11,16,1.4069966666666667
4709,203,184,3,6.34891
4710,100,34,2,3.1267866666666664
4711,179,88,4,5.597309999999999
4712,32,30,6,1.0008266666666665
4713,73,60,10,2.2830233333333334
4714,206,180,4,6.442646666666667
4715,176,120,1,5.503946666666667
4716,188,134,1,5.879293333333334
4717,245,167,14,7.661743333333334
4718,71,68,12,2.2206033333333335
4719,234,228,11,7.31866
4720,152,123,6,4.753666666666667
4721,244,230,8,7.63132
4722,46,20,6,1.43838
4723,166,19,11,5.189966666666667
4724,84,55,2,2.626853333333333
4725,14,14,2,0.43787333333333334
4726,190,81,19,5.941113333333333
4727,228,46,19,7.128653333333333
4728,79,69,14,2.470723333333333
4729,191,163,17,5.97347
4730,239,196,2,7.47455
4731,259,216,10,8.100083333333332
4732,102,44,9,3.1894466666666665
4733,118,57,5,3.6898333333333335
4734,266,212,17,8.318873333333334
4735,144,17,17,4.5021466666666665
4736,30,25,19,0.9382333333333333
4737,41,33,8,1.2822366666666667
4738,259,214,6,8.100056666666665
4739,235,215,3,7.34975
4740,124,122,12,3.87828
4741,164,107,11,5.128613333333333
4742,44,30,2,1.3759866666666667
4743,208,138,10,6.504613333333333
4744,63,23,1,1.9698966666666666
4745,40,38,17,1.25104
4746,296,155,15,9.256013333333332
4747,186,151,13,5.8169933333333335
4748,269,71,17,8.410783333333335
4749,34,26,11,1.0633000000000001
4750,138,89,10,4.315526666666666
4751,136,44,20,4.252400000000001
4752,179,81,18,5.597216666666666
4753,199,130,11,6.223136666666666
4754,162,157,16,5.066753333333334
4755,221,175,19,6.91153
4756,72,43,11,2.2515333333333336
4757,23,13,5,0.71923
4758,227,69,16,7.097696666666667
4759,17,11,5,0.5316233333333333
4760,89,40,8,2.7829699999999997
4761,216,167,8,6.755106666666667
4762,243,171,13,7.59927
4763,65,12,6,2.0322766666666667
4764,239,215,20,7.474803333333333
4765,264,49,9,8.254173333333334
4766,69,37,16,2.1576633333333333
4767,98,70,1,3.06474
4768,57,39,14,1.7825300000000002
4769,211,137,3,6.59839
4770,118,26,4,3.68942
4771,156,24,4,4.877400000000001
4772,212,47,10,6.628453333333333
4773,65,39,20,2.0326366666666664
4774,188,166,12,5.879720000000001
4775,221,196,10,6.91181
4776,34,29,20,1.0633400000000002
4777,197,46,11,6.15949
4778,283,261,17,8.851003333333333
4779,189,84,8,5.90989
4780,228,53,16,7.128746666666667
4781,52,18,14,1.6259333333333335
4782,245,17,6,7.659743333333333
4783,230,90,13,7.191766666666666
4784,102,93,3,3.1901
4785,22,14,10,0.68798
4786,267,72,14,8.34827
4787,71,64,11,2.22055
4788,164,66,10,5.128066666666667
4789,264,249,19,8.25684
4790,181,117,19,5.660223333333333
4791,100,13,4,3.1265066666666663
4792,218,143,9,6.817313333333334
4793,111,94,9,3.4714833333333335
4794,48,34,7,1.5010933333333334
4795,250,104,12,7.81722
4796,271,84,2,8.473483333333334
4797,17,16,18,0.53169
4798,51,30,4,1.59483
4799,175,127,19,5.472776666666667
4800,153,77,11,4.784316666666666
4801,127,122,1,3.97207
4802,297,231,9,9.28829
4803,44,13,13,1.37576
4804,164,155,14,5.129253333333334
4805,126,93,14,3.94042
4806,67,60,1,2.0954433333333333
4807,270,164,8,8.443286666666667
4808,279,195,17,8.725069999999999
4809,238,161,20,7.44282
4810,283,75,16,8.848523333333333
4811,256,228,4,8.006453333333333
4812,17,10,7,0.53161
4813,254,205,10,7.94362
4814,202,171,9,6.317473333333333
4815,212,204,13,6.630546666666667
4816,112,31,14,3.5019066666666667
4817,121,22,11,3.7831566666666667
4818,165,12,7,5.15861
4819,60,57,7,1.87656
4820,173,162,6,5.410716666666667
4821,245,129,4,7.6612366666666665
4822,214,198,16,6.692993333333334
4823,110,36,12,3.4394466666666665
4824,25,17,1,0.78181
4825,242,171,18,7.568006666666666
4826,69,11,16,2.1573166666666665
4827,109,48,10,3.4083433333333337
4828,161,15,2,5.033596666666667
4829,296,179,9,9.256333333333332
4830,37,23,20,1.15705
4831,146,64,3,4.565300000000001
4832,206,34,3,6.4407000000000005
4833,78,51,2,2.43922
4834,100,27,11,3.1266933333333333
4835,171,137,11,5.347856666666667
4836,117,25,19,3.6581433333333333
4837,89,87,8,2.7835966666666665
4838,183,115,1,5.722723333333334
4839,120,67,17,3.7524933333333332
4840,169,71,14,5.28445
4841,261,102,15,8.16109
4842,167,14,19,5.221163333333334
4843,171,73,10,5.347003333333333
4844,220,79,10,6.878986666666666
4845,131,114,8,4.097016666666667
4846,13,13,13,0.4065966666666667
4847,187,187,3,5.848736666666667
4848,110,73,1,3.43994
4849,164,145,8,5.12912
4850,188,44,14,5.878093333333334
4851,129,53,14,4.033676666666667
4852,59,53,1,1.8452433333333333
4853,292,93,16,9.130133333333333
4854,161,26,7,5.033743333333333
4855,216,87,2,6.75404
4856,209,96,3,6.535316666666667
4857,195,160,1,6.098483333333333
4858,19,10,1,0.5941366666666666
4859,125,27,12,3.9082766666666666
4860,296,102,8,9.255306666666666
4861,186,17,17,5.815206666666667
4862,119,78,17,3.721376666666667
4863,204,50,7,6.378386666666667
4864,274,84,2,8.567273333333334
4865,198,66,20,6.191020000000001
4866,108,33,15,3.3768800000000003
4867,263,153,9,8.224296666666666
4868,267,264,8,8.35083
4869,46,40,1,1.4386466666666666
4870,98,37,14,3.0643000000000002
4871,258,139,18,8.067793333333332
4872,297,57,20,9.285969999999999
4873,141,59,10,4.408916666666666
4874,67,13,8,2.0948166666666665
4875,63,46,20,1.9702033333333333
4876,296,94,13,9.255199999999999
4877,159,33,20,4.97131
4878,89,44,14,2.783023333333333
4879,55,21,20,1.7197633333333333
4880,77,62,12,2.4081033333333335
4881,263,13,1,8.22243
4882,133,26,18,4.15837
4883,74,73,20,2.31446
4884,120,94,11,3.7528533333333334
4885,77,24,20,2.4075966666666666
4886,115,44,17,3.5958699999999997
4887,128,109,6,4.003159999999999
4888,133,28,11,4.1583966666666665
4889,178,174,5,5.567193333333333
4890,249,123,14,7.7862100000000005
4891,31,23,2,0.96947
4892,25,19,17,0.7818366666666666
4893,24,12,20,0.75048
4894,273,50,15,8.535556666666668
4895,126,75,13,3.94018
4896,62,45,19,1.9389266666666667
4897,244,80,20,7.62932
4898,143,84,3,4.471776666666667
4899,230,37,13,7.191059999999999
4900,107,50,12,3.3458433333333333
4901,28,17,19,0.8756
4902,270,101,10,8.442446666666667
4903,134,129,12,4.1910066666666665
4904,276,243,5,8.63192
4905,81,70,11,2.533263333333333
4906,67,26,6,2.09499
4907,31,11,18,0.96931
4908,173,139,5,5.41041
4909,212,109,19,6.62928
4910,131,69,1,4.096416666666666
4911,225,87,7,7.03541
4912,196,183,15,6.130053333333334
4913,127,111,9,3.9719233333333333
4914,266,234,8,8.319166666666666
4915,45,41,11,1.4073966666666666
4916,263,112,1,8.223749999999999
4917,227,123,8,7.098416666666667
4918,54,28,1,1.6885933333333334
4919,280,124,3,8.755386666666666
4920,245,104,6,7.660903333333334
4921,101,53,1,3.1583033333333335
4922,232,179,8,7.2554799999999995
4923,45,20,11,1.4071166666666666
4924,218,126,20,6.817086666666667
4925,248,62,19,7.754133333333334
4926,202,155,19,6.31726
4927,25,15,3,0.7817833333333333
4928,129,60,20,4.03377
4929,65,25,15,2.03245
4930,180,45,2,5.628
4931,284,164,16,8.880973333333333
4932,66,51,12,2.06406
4933,223,146,20,6.97367
4934,268,192,11,8.381133333333334
4935,206,118,17,6.44182
4936,208,172,14,6.505066666666667
4937,140,137,8,4.3786933333333335
4938,169,163,11,5.285676666666666
4939,165,50,11,5.159116666666667
4940,209,51,13,6.534716666666666
4941,274,150,20,8.568153333333335
4942,223,84,14,6.9728433333333335
4943,246,216,14,7.69366
4944,86,85,11,2.68978
4945,293,266,1,9.163703333333334
4946,117,69,14,3.65873
4947,244,152,14,7.63028
4948,113,50,20,3.5334233333333334
4949,261,194,10,8.162316666666666
4950,102,58,5,3.1896333333333335
4951,54,48,10,1.68886
4952,37,11,18,1.15689
4953,104,19,11,3.25164
4954,104,42,1,3.251946666666667
4955,191,24,1,5.971616666666667
4956,238,15,8,7.440873333333334
4957,291,54,9,9.09835
4958,169,87,9,5.284663333333333
4959,90,59,15,2.8144866666666664
4960,169,59,9,5.2842899999999995
4961,11,10,3,0.34403
4962,154,96,18,4.815833333333334
4963,44,39,20,1.3761066666666668
4964,18,17,9,0.5629666666666667
4965,190,158,8,5.942139999999999
4966,295,56,19,9.223429999999999
4967,274,251,20,8.569500000000001
4968,58,56,13,1.81402
4969,130,64,19,4.065086666666667
4970,103,58,8,3.220896666666667
4971,97,42,16,3.0331033333333335
4972,291,168,16,9.099870000000001
4973,73,34,6,2.2826766666666667
4974,243,84,9,7.59811
4975,182,95,4,5.6911933333333335
4976,38,17,18,1.1882333333333333
4977,36,10,11,1.1256133333333334
4978,127,23,1,3.97075
4979,211,104,9,6.59795
4980,103,21,1,3.2204033333333335
4981,40,24,11,1.2508533333333334
4982,285,47,18,8.910676666666667
4983,68,37,5,2.1264000000000003
4984,250,36,17,7.816313333333333
4985,172,126,2,5.378973333333334
4986,170,113,15,5.316273333333333
4987,135,118,7,4.222123333333333
4988,61,16,10,1.9072766666666667
4989,212,198,2,6.630466666666667
4990,94,33,20,2.9391933333333338
4991,158,157,15,4.9417
4992,30,17,12,0.9381266666666667
4993,85,73,10,2.6583566666666667
4994,62,28,19,1.9387
4995,60,12,4,1.8759599999999998
4996,188,125,19,5.879173333333334
4997,178,160,14,5.567006666666666
4998,148,51,7,4.627653333333333
4999,13,13,4,0.4065966666666667
5000,120,32,18,3.7520266666666666
5001,207,149,14,6.473496666666667
5002,67,23,20,2.09495
5003,149,142,17,4.66013
5004,167,112,12,5.22247
5005,88,17,13,2.7514000000000003
5006,161,73,15,5.03437
5007,19,12,2,0.5941633333333334
5008,235,90,20,7.348083333333333
5009,159,113,12,4.9723766666666664
5010,129,81,4,4.03405
5011,291,134,8,9.099416666666666
5012,151,97,8,4.722056666666666
5013,244,26,17,7.6286
5014,254,158,11,7.942993333333333
5015,296,67,14,9.25484
5016,134,65,13,4.190153333333334
5017,188,157,4,5.879600000000001
5018,35,29,2,1.0946033333333334
5019,79,42,14,2.4703633333333332
5020,243,37,4,7.597483333333333
5021,192,10,17,6.002693333333333
5022,280,198,1,8.756373333333332
5023,300,62,10,9.379826666666666
5024,124,31,1,3.877066666666667
5025,94,12,1,2.9389133333333337
5026,73,23,13,2.28253
5027,208,184,10,6.505226666666667
5028,63,62,13,1.9704166666666667
5029,161,79,2,5.03445
5030,100,54,5,3.127053333333333
5031,230,34,1,7.19102
5032,292,136,1,9.130706666666667
5033,68,19,7,2.12616
5034,25,14,13,0.78177
5035,121,109,8,3.7843166666666668
5036,286,201,20,8.943993333333333
5037,148,145,7,4.6289066666666665
5038,185,155,3,5.785783333333334
5039,209,201,6,6.536716666666666
5040,292,269,19,9.132480000000001
5041,117,93,13,3.65905
5042,107,15,12,3.3453766666666667
5043,74,34,7,2.3139399999999997
5044,112,10,4,3.5016266666666667
5045,114,80,16,3.5650866666666667
5046,179,121,18,5.59775
5047,273,133,6,8.536663333333333
5048,131,31,3,4.09591
5049,254,188,1,7.943393333333334
5050,85,27,15,2.6577433333333333
5051,296,65,14,9.254813333333333
5052,299,144,14,9.349656666666666
5053,292,141,4,9.130773333333334
5054,258,118,10,8.067513333333332
5055,250,157,2,7.817926666666667
5056,57,43,3,1.7825833333333334
5057,131,24,19,4.095816666666667
5058,31,31,9,0.9695766666666668
5059,288,33,10,9.00428
5060,71,47,17,2.2203233333333334
5061,102,67,20,3.1897533333333334
5062,254,11,13,7.941033333333333
5063,238,180,1,7.443073333333333
5064,259,83,4,8.09831
5065,161,51,2,5.0340766666666665
5066,185,34,1,5.7841700000000005
5067,215,24,17,6.721936666666667
5068,59,25,13,1.84487
5069,300,14,16,9.379186666666666
5070,219,128,15,6.848376666666666
5071,216,69,5,6.7538
5072,52,13,19,1.6258666666666668
5073,85,43,6,2.6579566666666667
5074,299,85,16,9.34887
5075,41,17,16,1.2820233333333333
5076,23,14,1,0.7192433333333333
5077,236,154,3,7.3802
5078,63,23,5,1.9698966666666666
5079,23,16,15,0.71927
5080,209,37,13,6.534529999999999
5081,200,59,15,6.253453333333333
5082,211,131,12,6.59831
5083,169,16,13,5.283716666666666
5084,220,38,7,6.878439999999999
5085,206,66,17,6.441126666666667
5086,35,11,8,1.0943633333333334
5087,235,71,3,7.34783
5088,142,128,6,4.4411
5089,53,41,6,1.6575033333333333
5090,76,70,13,2.3769466666666665
5091,235,214,7,7.349736666666667
5092,147,123,13,4.5973500000000005
5093,19,19,2,0.5942566666666667
5094,39,15,4,1.21947
5095,274,218,16,8.56906
5096,51,32,13,1.5948566666666666
5097,123,105,20,3.84679
5098,207,125,1,6.473176666666667
5099,280,120,1,8.755333333333333
5100,148,13,15,4.6271466666666665
5101,206,109,5,6.4417
5102,265,237,5,8.287943333333333
5103,295,280,17,9.226416666666665
5104,245,244,7,7.66277
5105,247,64,10,7.722896666666667
5106,225,206,7,7.036996666666667
5107,144,108,8,4.50336
5108,119,38,14,3.7208433333333337
5109,207,94,20,6.472763333333334
5110,134,67,5,4.19018
5111,207,55,10,6.472243333333334
5112,297,13,4,9.285383333333332
5113,177,73,6,5.534583333333334
5114,279,249,13,8.72579
5115,58,38,5,1.81378
5116,63,39,20,1.97011
5117,38,32,1,1.1884333333333332
5118,132,27,4,4.12712
5119,229,67,17,7.160196666666666
5120,269,145,7,8.41177
5121,273,122,12,8.536516666666667
5122,227,197,19,7.099403333333334
5123,149,47,4,4.658863333333333
5124,181,176,16,5.66101
5125,134,127,8,4.190980000000001
5126,160,86,19,5.00328
5127,31,12,12,0.9693233333333334
5128,123,111,4,3.84687
5129,76,50,15,2.37668
5130,143,104,3,4.472043333333334
5131,57,46,17,1.7826233333333334
5132,58,15,14,1.8134733333333333
5133,110,98,19,3.4402733333333333
5134,82,63,9,2.5644333333333336
5135,47,16,15,1.4695900000000002
5136,111,61,19,3.4710433333333333
5137,173,70,13,5.40949
5138,119,97,6,3.72163
5139,241,81,13,7.535543333333333
5140,251,158,17,7.849203333333333
5141,234,187,16,7.318113333333334
5142,55,47,17,1.72011
5143,291,215,5,9.100496666666666
5144,174,37,17,5.440313333333333
5145,36,31,17,1.1258933333333334
5146,251,146,4,7.849043333333333
5147,148,93,7,4.628213333333333
5148,214,170,4,6.69262
5149,118,14,18,3.68926
5150,16,10,4,0.5003466666666666
5151,44,39,14,1.3761066666666668
5152,165,20,20,5.158716666666667
5153,266,44,8,8.316633333333334
5154,272,46,8,8.504240000000001
5155,123,68,15,3.846296666666667
5156,108,91,9,3.3776533333333334
5157,148,87,9,4.6281333333333325
5158,280,203,14,8.75644
5159,130,13,18,4.064406666666667
5160,77,22,20,2.40757
5161,36,35,5,1.1259466666666667
5162,151,97,14,4.722056666666666
5163,246,38,19,7.691286666666667
5164,12,11,18,0.3753066666666667
5165,186,63,4,5.81582
5166,84,58,16,2.6268933333333333
5167,241,116,7,7.53601
5168,230,199,5,7.193219999999999
5169,280,63,19,8.754573333333333
5170,22,12,17,0.6879533333333334
5171,124,28,14,3.8770266666666666
5172,215,20,10,6.721883333333333
5173,131,41,3,4.096043333333333
5174,130,27,16,4.064593333333333
5175,67,48,14,2.0952833333333336
5176,249,27,18,7.78493
5177,61,47,8,1.90769
5178,52,41,1,1.6262400000000001
5179,31,23,10,0.96947
5180,30,16,8,0.9381133333333332
5181,215,98,9,6.722923333333333
5182,67,37,11,2.095136666666667
5183,247,43,4,7.722616666666667
5184,172,83,11,5.3784
5185,237,205,4,7.412143333333334
5186,87,86,10,2.7210566666666667
5187,287,222,4,8.975536666666667
5188,200,10,16,6.2528
5189,216,38,19,6.753386666666667
5190,28,24,8,0.8756933333333333
5191,165,76,15,5.159463333333334
5192,152,76,12,4.75304
5193,44,24,12,1.3759066666666668
5194,142,127,6,4.441086666666667
5195,224,20,6,7.003253333333333
5196,156,44,7,4.877666666666667
5197,184,76,16,5.753466666666667
5198,64,18,10,2.001093333333333
5199,189,60,2,5.9095699999999995
5200,231,20,15,7.222096666666666
5201,176,24,12,5.502666666666667
5202,74,63,19,2.3143266666666666
5203,76,19,4,2.3762666666666665
5204,118,37,11,3.689566666666667
5205,153,112,13,4.784783333333333
5206,257,158,14,8.036783333333332
5207,251,63,4,7.847936666666667
5208,209,115,11,6.53557
5209,204,60,12,6.37852
5210,149,144,15,4.6601566666666665
5211,202,57,2,6.315953333333333
5212,182,22,6,5.69022
5213,123,27,14,3.8457500000000002
5214,256,142,2,8.005306666666666
5215,81,10,4,2.5324633333333333
5216,161,75,17,5.034396666666667
5217,199,122,16,6.22303
5218,111,55,3,3.470963333333333
5219,281,137,15,8.786823333333333
5220,176,100,12,5.50368
5221,57,29,16,1.7823966666666669
5222,274,53,17,8.56686
5223,226,214,14,7.068366666666667
5224,75,27,13,2.34511
5225,10,10,4,0.31276666666666664
5226,219,125,5,6.8483366666666665
5227,169,38,14,5.284009999999999
5228,243,22,20,7.597283333333333
5229,37,17,4,1.1569699999999998
5230,253,198,4,7.912263333333334
5231,114,88,9,3.5651933333333337
5232,187,130,1,5.847976666666667
5233,103,40,15,3.2206566666666667
5234,235,24,10,7.347203333333334
5235,180,97,19,5.628693333333333
5236,50,11,12,1.5633133333333333
5237,153,130,7,4.785023333333333
5238,243,243,13,7.60023
5239,233,49,4,7.28501
5240,295,38,11,9.223189999999999
5241,295,105,18,9.224083333333333
5242,218,129,19,6.817126666666667
5243,258,67,1,8.066833333333333
5244,281,211,19,8.78781
5245,164,29,10,5.127573333333333
5246,81,55,9,2.5330633333333332
5247,49,26,20,1.5322500000000001
5248,168,113,8,5.253746666666666
5249,135,115,16,4.222083333333334
5250,85,26,14,2.65773
5251,39,37,12,1.2197633333333333
5252,95,22,4,2.97031
5253,52,30,1,1.6260933333333334
5254,17,17,8,0.5317033333333334
5255,98,29,9,3.0641933333333333
5256,255,135,11,7.97395
5257,154,134,8,4.81634
5258,88,55,11,2.7519066666666667
5259,172,60,12,5.378093333333333
5260,78,70,6,2.4394733333333334
5261,132,10,4,4.126893333333333
5262,75,13,9,2.344923333333333
5263,158,134,5,4.941393333333333
5264,247,180,8,7.724443333333333
5265,55,13,8,1.7196566666666666
5266,25,17,3,0.78181
5267,159,143,13,4.972776666666666
5268,81,49,19,2.532983333333333
5269,144,128,3,4.5036266666666664
5270,258,129,13,8.06766
5271,96,30,5,3.00168
5272,145,11,13,4.53333
5273,267,18,4,8.34755
5274,183,120,14,5.72279
5275,270,196,14,8.443713333333333
5276,75,51,20,2.34543
5277,255,111,14,7.97363
5278,25,17,7,0.78181
5279,25,21,9,0.7818633333333332
5280,18,13,8,0.5629133333333334
5281,209,30,20,6.534436666666666
5282,94,59,11,2.93954
5283,214,163,6,6.692526666666667
5284,170,119,16,5.316353333333333
5285,198,95,9,6.191406666666667
5286,129,19,18,4.033223333333333
5287,186,147,8,5.816940000000001
5288,74,64,20,2.3143399999999996
5289,41,37,12,1.28229
5290,138,20,20,4.314606666666666
5291,266,55,8,8.31678
5292,158,20,10,4.939873333333333
5293,195,140,5,6.098216666666667
5294,73,69,18,2.2831433333333333
5295,135,64,19,4.221403333333334
5296,129,74,5,4.033956666666667
5297,126,67,4,3.9400733333333333
5298,20,12,3,0.6254266666666667
5299,78,20,18,2.438806666666667
5300,231,213,7,7.22467
5301,244,62,10,7.62908
5302,289,79,8,9.036156666666667
5303,269,88,18,8.411010000000001
5304,265,211,12,8.287596666666667
5305,149,99,3,4.659556666666666
5306,156,12,18,4.8772400000000005
5307,290,73,11,9.06734
5308,97,64,10,3.0333966666666665
5309,140,132,6,4.3786266666666664
5310,176,88,16,5.50352
5311,234,199,3,7.318273333333333
5312,125,57,12,3.9086766666666666
5313,293,264,12,9.163676666666667
5314,184,13,13,5.752626666666667
5315,266,227,17,8.319073333333334
5316,299,274,7,9.35139
5317,180,169,12,5.629653333333333
5318,166,69,11,5.190633333333333
5319,73,39,13,2.2827433333333333
5320,138,77,17,4.315366666666666
5321,67,53,17,2.0953500000000003
5322,36,13,7,1.1256533333333334
5323,274,106,4,8.567566666666668
5324,14,14,20,0.43787333333333334
5325,50,19,20,1.56342
5326,149,39,19,4.658756666666666
5327,23,17,15,0.7192833333333334
5328,222,164,3,6.942646666666667
5329,205,91,20,6.410196666666667
5330,282,265,10,8.819793333333333
5331,158,90,15,4.940806666666666
5332,52,43,18,1.6262666666666667
5333,118,96,14,3.6903533333333334
5334,240,151,7,7.505213333333333
5335,184,47,4,5.75308
5336,177,159,15,5.53573
5337,65,54,1,2.0328366666666664
5338,40,15,5,1.2507333333333333
5339,217,80,4,6.78521
5340,269,33,10,8.410276666666666
5341,291,34,18,9.098083333333333
5342,115,107,1,3.59671
5343,208,111,2,6.504253333333334
5344,297,156,7,9.287289999999999
5345,88,37,10,2.751666666666667
5346,81,15,9,2.53253
5347,35,29,11,1.0946033333333334
5348,99,83,14,3.096176666666667
5349,182,88,7,5.6911
5350,224,87,6,7.004146666666666
5351,293,160,8,9.16229
5352,44,26,1,1.3759333333333335
5353,90,57,13,2.81446
5354,62,36,14,1.9388066666666668
5355,117,13,16,3.657983333333333
5356,184,96,13,5.753733333333334
5357,41,32,11,1.2822233333333333
5358,31,19,17,0.9694166666666667
5359,257,210,5,8.037476666666667
5360,28,10,6,0.8755066666666667
5361,77,48,14,2.407916666666667
5362,199,174,6,6.223723333333333
5363,198,21,10,6.1904200000000005
5364,194,11,16,6.0652333333333335
5365,39,10,18,1.2194033333333334
5366,103,28,19,3.2204966666666666
5367,126,79,13,3.940233333333333
5368,257,241,4,8.037889999999999
5369,182,53,5,5.690633333333333
5370,93,92,2,2.908716666666667
5371,265,94,18,8.286036666666666
5372,135,120,20,4.22215
5373,16,14,16,0.5004
5374,234,134,11,7.317406666666667
5375,85,48,4,2.6580233333333334
5376,118,107,5,3.6905
5377,25,11,17,0.7817299999999999
5378,230,121,20,7.19218
5379,287,70,19,8.973510000000001
5380,172,79,4,5.378346666666666
5381,215,195,17,6.724216666666667
5382,63,54,8,1.97031
5383,220,11,16,6.87808
5384,207,91,14,6.472723333333334
5385,289,104,4,9.03649
5386,29,29,16,0.9070233333333333
5387,58,55,18,1.8140066666666665
5388,86,70,8,2.68958
5389,102,84,10,3.18998
5390,75,46,19,2.3453633333333332
5391,76,59,13,2.3768
5392,231,189,19,7.224349999999999
5393,133,31,18,4.158436666666667
5394,67,61,18,2.0954566666666667
5395,143,39,15,4.471176666666667
5396,178,152,7,5.5668999999999995
5397,221,77,17,6.910223333333333
5398,261,73,19,8.160703333333332
5399,122,77,20,3.8151533333333334
5400,112,72,3,3.5024533333333334
5401,176,35,13,5.502813333333334
5402,74,15,20,2.3136866666666664
5403,40,38,19,1.25104
5404,142,134,16,4.44118
5405,37,31,11,1.1571566666666666
5406,155,133,7,4.84759
5407,213,134,4,6.660876666666667
5408,222,189,7,6.9429799999999995
5409,270,130,11,8.442833333333335
5410,184,159,8,5.754573333333333
5411,161,132,3,5.0351566666666665
5412,151,29,4,4.72115
5413,298,222,10,9.319433333333333
5414,139,134,7,4.34739
5415,197,139,16,6.16073
5416,295,178,16,9.225056666666665
5417,211,101,15,6.59791
5418,122,60,17,3.8149266666666666
5419,84,83,18,2.6272266666666666
5420,231,39,4,7.22235
5421,83,57,19,2.595616666666667
5422,247,178,13,7.7244166666666665
5423,13,13,19,0.4065966666666667
5424,14,12,18,0.43784666666666666
5425,90,70,12,2.814633333333333
5426,99,65,10,3.095936666666667
5427,24,20,1,0.7505866666666666
5428,63,15,2,1.96979
5429,69,39,13,2.1576899999999997
5430,144,117,6,4.50348
5431,165,91,18,5.1596633333333335
5432,129,109,4,4.034423333333333
5433,145,73,6,4.534156666666667
5434,252,213,15,7.8812
5435,64,48,19,2.0014933333333333
5436,148,141,18,4.628853333333333
5437,60,41,3,1.8763466666666666
5438,122,73,5,3.8151
5439,293,200,18,9.162823333333334
5440,268,207,9,8.381333333333334
5441,45,30,1,1.40725
5442,125,107,18,3.909343333333333
5443,71,17,13,2.2199233333333335
5444,149,46,6,4.658849999999999
5445,134,71,13,4.1902333333333335
5446,12,10,19,0.3752933333333333
5447,96,13,4,3.001453333333333
5448,30,17,11,0.9381266666666667
5449,104,66,8,3.252266666666667
5450,230,60,10,7.191366666666666
5451,258,165,18,8.06814
5452,56,47,5,1.7513733333333334
5453,287,209,15,8.975363333333334
5454,193,174,19,6.036143333333333
5455,113,73,13,3.5337300000000003
5456,205,137,20,6.410810000000001
5457,65,20,3,2.032383333333333
5458,263,207,7,8.225016666666667
5459,104,103,8,3.2527600000000003
5460,177,136,11,5.535423333333334
5461,244,119,12,7.62984
5462,12,12,19,0.37532
5463,222,175,10,6.942793333333333
5464,106,73,16,3.3148866666666668
5465,235,28,3,7.3472566666666665
